id,fake_timestamp,day,month,year,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month,risk_score,equivalent_score
1233,2024-06-08,08,06,2024,50000,2,2,2,32,0,0,2,2,2,2,41114,44131,43121,45795,44929,48179,4000,0,3400,0,4000,0,1,0.560348272,439.6517277
1234,2024-06-08,08,06,2024,130000,2,2,2,31,0,0,0,0,0,0,97544,99208,102946,103750,105818,98401,4000,5300,3700,3600,3700,3500,0,0.085452147,914.5478532
1235,2024-06-08,08,06,2024,60000,1,3,1,55,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350448459,649.5515406
1236,2024-06-08,08,06,2024,70000,1,2,1,24,0,0,0,0,0,0,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,0,0.157913357,842.086643
1237,2024-06-09,09,06,2024,30000,1,3,2,44,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,0,0.130971938,869.0280616
1238,2024-06-09,09,06,2024,50000,2,2,2,46,0,0,0,0,0,0,44808,44899,46346,47273,48357,50393,2100,2500,2000,2000,3000,1600,0,0.137157544,862.8424555
1239,2024-06-09,09,06,2024,10000,2,3,2,36,0,0,0,0,0,0,4945,6157,7172,8048,8318,8679,1300,1124,1000,400,500,200,0,0.228742018,771.2579817
1240,2024-06-09,09,06,2024,500000,1,1,1,47,-1,2,-1,0,0,-1,7233,2321,18261,16456,11225,36770,0,18261,0,0,40270,0,0,0.216525182,783.4748179
1241,2024-06-10,10,06,2024,80000,1,2,2,26,2,0,0,0,0,0,81268,78311,79915,81371,79916,79227,3450,3508,3405,3359,3108,3400,1,0.696869791,303.1302094
1242,2024-06-10,10,06,2024,50000,2,1,2,50,0,0,0,0,0,0,51016,49000,20356,20241,20304,20119,2098,1303,698,719,716,833,0,0.128491282,871.5087175
1243,2024-06-10,10,06,2024,80000,1,2,1,41,0,0,0,0,0,0,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,0,0.145580441,854.4195592
1244,2024-06-11,11,06,2024,50000,1,3,2,54,0,0,0,0,0,0,43099,44233,35147,12236,11013,11388,2212,2126,415,401,559,554,0,0.144408315,855.5916846
1245,2024-06-11,11,06,2024,80000,1,2,1,40,0,0,0,0,0,0,64120,63656,63023,60237,60263,59180,2438,3000,2100,2200,2400,2200,1,0.840083838,159.9161625
1246,2024-06-11,11,06,2024,290000,1,2,1,38,0,0,0,0,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,0,0.059366815,940.6331852
1247,2024-06-11,11,06,2024,310000,2,2,1,37,-2,-2,-1,0,0,0,0,0,5365,6274,7017,8893,0,5365,1000,1000,2000,2000,0,0.167018086,832.9819143
1248,2024-06-11,11,06,2024,120000,1,2,1,58,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,0,0.269083023,730.9169769
1249,2024-06-11,11,06,2024,240000,2,2,1,32,0,0,0,0,0,0,53286,16920,12869,14497,12262,8331,8000,1500,5000,1000,3000,2666,0,0.037632827,962.3671733
1250,2024-06-12,12,06,2024,280000,2,2,1,39,2,3,2,2,2,2,186838,190570,194189,189806,201410,205479,8000,8000,0,14500,7300,7500,1,0.681643844,318.3561563
1251,2024-06-12,12,06,2024,270000,2,2,1,40,0,0,0,0,0,0,26183,24181,19543,17160,14818,12702,1826,1469,514,581,612,312,1,0.940955043,59.04495716
1252,2024-06-12,12,06,2024,130000,2,1,2,29,0,0,0,0,0,0,41224,45136,48970,52740,56467,60119,4500,4500,4500,4500,4500,4500,0,0.047534216,952.4657838
1253,2024-06-12,12,06,2024,50000,2,2,2,30,-1,-1,-1,-1,-1,-1,4166,2859,1452,1190,543,920,2859,1452,1190,543,920,534,0,0.16915004,830.8499604
1254,2024-06-12,12,06,2024,100000,1,2,1,33,2,0,0,0,0,0,66393,67827,69202,70153,71468,72930,3100,3100,2700,2600,2650,2800,1,0.709795773,290.204227
1255,2024-06-13,13,06,2024,40000,1,2,2,26,1,2,2,2,2,2,11318,10845,12655,12156,20897,20411,0,2000,0,9000,0,1850,1,0.568886757,431.1132431
1256,2024-06-13,13,06,2024,120000,1,3,1,36,-1,0,0,0,0,0,31218,32319,32687,32972,33559,34604,2000,1600,1200,1500,2000,1500,0,0.15097706,849.0229398
1257,2024-06-13,13,06,2024,20000,2,1,2,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50,0,0.429700583,570.2994168
1258,2024-06-14,14,06,2024,170000,2,2,1,38,0,0,0,0,0,0,146518,142954,134372,84558,86538,88299,7031,6026,3200,3500,3200,4000,0,0.097992226,902.0077735
1259,2024-06-14,14,06,2024,280000,1,2,1,25,-1,-1,0,0,0,0,3863,84601,67765,63628,60860,60316,89295,2192,1899,1673,2125,1511,0,0.065093085,934.9069148
1260,2024-06-14,14,06,2024,200000,1,2,2,40,0,0,0,0,0,2,16816,17852,18562,18965,24424,23883,1610,1310,713,5800,0,3000,0,0.137752801,862.2471988
1261,2024-06-14,14,06,2024,10000,1,2,1,30,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,1,0.668962777,331.0372233
1262,2024-06-14,14,06,2024,240000,2,1,2,29,-1,-1,-1,-1,-1,-1,59,548,208,0,44,19,548,208,0,44,0,643,1,0.750002801,249.9971986
1263,2024-06-14,14,06,2024,150000,1,1,2,28,-1,-1,-1,-2,-2,-2,252,6514,-31,-31,-31,-31,6546,0,0,0,0,0,0,0.214555264,785.4447365
1264,2024-06-14,14,06,2024,120000,2,2,2,43,2,2,0,0,0,0,124613,121211,120920,47951,41563,36779,0,3507,2000,2500,2000,1500,1,0.564665914,435.3340864
1265,2024-06-15,15,06,2024,160000,2,2,1,50,-2,-2,-2,-2,-2,-2,3440,3208,3315,2645,1049,1469,3219,3322,2645,1049,1469,3490,0,0.094835266,905.1647335
1266,2024-06-15,15,06,2024,200000,1,1,2,29,0,0,0,0,0,0,170707,159654,162208,162357,144236,127362,6017,8000,5800,5200,5000,5000,0,0.09227249,907.7275097
1267,2024-06-15,15,06,2024,150000,1,1,2,28,0,0,0,0,0,0,28416,37392,44547,52871,57877,64020,10000,10008,10012,10002,8006,7005,0,0.037327033,962.6729675
1268,2024-06-15,15,06,2024,170000,2,1,2,26,0,0,0,0,0,0,22138,23227,18894,7695,4777,3517,1808,1054,207,151,147,100,0,0.078157209,921.8427911
1269,2024-06-16,16,06,2024,120000,2,1,2,28,-1,2,-1,-1,2,2,594,594,15611,7628,7361,9200,0,15611,3000,0,2000,0,0,0.34617725,653.8227499
1270,2024-06-16,16,06,2024,50000,1,1,2,30,-1,-1,-1,-1,-1,-1,390,390,390,390,390,23269,390,390,390,390,23269,1500,0,0.191667661,808.3323389
1271,2024-06-16,16,06,2024,120000,1,2,1,31,2,2,2,2,2,2,53672,56495,57455,58127,59367,60333,4300,2500,2200,2300,2114,1,1,0.737003207,262.9967928
1272,2024-06-16,16,06,2024,240000,2,1,2,28,0,0,0,0,0,0,133230,136579,139281,132487,107437,109237,5500,5036,4000,6200,5500,5000,0,0.052069087,947.9309134
1273,2024-06-17,17,06,2024,360000,2,1,1,46,1,-1,-1,-1,-1,-1,723,17392,-8,32170,680,6205,17392,0,32178,680,6205,18814,0,0.148863405,851.136595
1274,2024-06-17,17,06,2024,100000,1,3,1,54,0,0,0,5,4,3,46041,59526,72823,71105,69424,68006,15000,15000,0,0,0,2700,0,0.368703097,631.2969029
1275,2024-06-17,17,06,2024,170000,2,3,1,42,-1,-1,-1,-1,-1,-1,552,552,552,552,552,0,552,552,552,552,0,33290,0,0.190489024,809.5109761
1276,2024-06-17,17,06,2024,50000,1,2,2,38,0,0,0,0,0,0,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,0,0.179772586,820.2274144
1277,2024-06-17,17,06,2024,130000,1,1,2,33,1,2,2,2,0,0,36672,35807,40851,39526,41346,40630,0,6000,0,3000,1000,1100,0,0.459630072,540.3699279
1278,2024-06-17,17,06,2024,130000,1,3,1,49,0,0,0,0,0,0,119466,116833,106524,89412,86993,87433,5044,5067,5013,5002,4002,5009,0,0.1270549,872.9451001
1279,2024-06-18,18,06,2024,50000,2,2,1,39,0,0,0,0,0,0,30049,30147,28703,28918,29126,28643,1800,1500,1142,1200,1200,1200,0,0.161440268,838.5597318
1280,2024-06-18,18,06,2024,270000,2,3,1,37,-1,-1,-1,-1,-1,-1,384,2197,186,0,173,0,2197,186,0,173,0,433,1,0.779893577,220.1064229
1281,2024-06-18,18,06,2024,50000,1,2,3,46,0,0,0,0,0,0,49776,50405,49099,19125,18504,19197,2056,1300,669,671,1000,684,1,0.804778337,195.2216625
1282,2024-06-18,18,06,2024,30000,2,3,2,25,0,0,0,0,0,0,25366,27626,22034,16312,14614,0,5000,1000,326,292,0,0,0,0.135827765,864.1722351
1283,2024-06-19,19,06,2024,260000,1,1,1,43,1,-1,2,0,-1,-1,-10,5172,2800,3804,5009,3035,5182,9,2998,5034,3050,2965,0,0.339773506,660.2264941
1284,2024-06-19,19,06,2024,250000,2,1,2,36,-1,-1,-1,-1,-1,0,6378,72173,6341,174,1676,388,72534,6456,174,1682,2,0,0,0.074564524,925.435476
1285,2024-06-20,20,06,2024,30000,2,2,1,29,2,2,0,0,0,0,26414,27189,28235,28669,29355,29913,1500,1800,1200,1300,1200,600,0,0.42043978,579.5602202
1286,2024-06-20,20,06,2024,80000,2,1,2,27,-1,-1,-1,-2,-1,2,1152,7900,0,0,333,183,7900,0,0,333,0,1500,0,0.193381593,806.6184074
1287,2024-06-20,20,06,2024,50000,2,2,3,47,2,2,2,2,2,0,37277,38383,38954,39618,38852,39553,2000,1500,1600,0,1500,3000,0,0.282513112,717.4868882
1288,2024-06-20,20,06,2024,180000,1,1,1,35,0,0,0,0,0,0,170128,172258,138807,132806,135603,137803,7187,5000,4749,5141,4916,4000,0,0.119903676,880.0963238
1289,2024-06-20,20,06,2024,220000,2,1,1,32,1,2,2,2,2,2,202792,198157,211340,209612,219064,222672,0,16501,3200,13000,7500,0,0,0.42083174,579.1682601
1290,2024-06-20,20,06,2024,50000,2,1,2,30,0,0,0,2,2,2,19930,36105,29604,27764,28656,29087,28019,13000,0,2000,1000,5000,0,0.218769044,781.2309563
1291,2024-06-21,21,06,2024,20000,1,2,2,23,0,0,0,-1,-1,2,17821,19099,0,1728,1953,1780,2000,0,1728,225,0,0,0,0.243125588,756.8744123
1292,2024-06-21,21,06,2024,100000,2,2,2,27,2,3,3,2,2,3,97156,97634,96461,96975,101280,101935,2900,1300,3000,5450,2000,0,1,0.683503807,316.4961934
1293,2024-06-21,21,06,2024,380000,1,1,1,55,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7000,25390,10000,20000,1659,1600,0,0.049850617,950.1493834
1294,2024-06-21,21,06,2024,200000,2,1,2,26,-1,0,-1,0,-1,-1,980,2980,3438,2102,38,0,2000,3438,50,38,0,0,0,0.15915443,840.84557
1295,2024-06-21,21,06,2024,30000,2,2,2,42,3,2,2,0,-1,-1,2231,3048,2845,1630,12037,12933,1000,12,0,12037,1100,0,1,0.61363107,386.3689303
1296,2024-06-22,22,06,2024,80000,1,2,1,49,0,0,0,0,-1,-1,5885,7001,8632,10316,316,2523,2000,2000,2000,316,2523,316,0,0.167512923,832.4870765
1297,2024-06-22,22,06,2024,130000,2,2,1,39,0,0,0,0,0,0,93797,91523,88331,81192,78774,77117,3339,2892,2733,2752,3159,3000,0,0.096445307,903.5546929
1298,2024-06-23,23,06,2024,140000,2,1,1,34,1,-2,-2,-2,-2,-1,0,401,3930,3951,0,12555,401,3930,3951,0,12555,0,0,0.202193975,797.8060246
1299,2024-06-23,23,06,2024,80000,2,1,2,25,0,0,0,0,0,0,66426,55334,53738,49021,45494,44218,2657,1800,1799,1616,1697,1737,0,0.097034186,902.9658139
1300,2024-06-23,23,06,2024,150000,1,2,1,30,-2,-2,-2,-2,-2,-2,116778,59731,89742,116067,97725,76466,60367,100483,116567,50156,10383,316,0,0.057627678,942.3723221
1301,2024-06-23,23,06,2024,40000,2,1,2,24,0,0,0,2,2,0,29782,32298,34610,35326,23489,11762,3000,3000,1500,0,1000,500,1,0.717346787,282.6532125
1302,2024-06-23,23,06,2024,50000,2,3,1,59,1,2,0,0,0,0,44977,43981,44996,45736,46748,47816,0,2045,1785,1900,2000,2210,0,0.382912755,617.087245
1303,2024-06-23,23,06,2024,50000,2,1,2,25,0,0,0,0,0,0,42056,46024,45452,45450,41154,39034,5000,2000,1500,2000,4000,1364,1,0.896266997,103.7330031
1304,2024-06-24,24,06,2024,50000,1,2,1,38,0,0,0,0,0,0,22178,21976,21697,20683,19283,19965,1700,1650,850,700,1000,1000,0,0.200741231,799.2587686
1305,2024-06-24,24,06,2024,170000,1,1,1,41,0,0,0,0,0,0,149941,68912,72741,76149,84474,92400,3200,6000,5000,10000,10000,780,0,0.081123829,918.8761711
1306,2024-06-24,24,06,2024,280000,1,3,2,38,-2,-1,0,0,0,0,192080,197796,314042,116480,118270,124742,5716,117698,3884,3376,7503,3591,0,0.104724787,895.2752128
1307,2024-06-24,24,06,2024,140000,1,2,2,62,0,0,0,0,0,0,143107,138581,123491,118886,117059,117405,4839,5000,5000,7500,7000,5029,0,0.137694597,862.3054028
1308,2024-06-24,24,06,2024,460000,1,1,2,34,0,0,0,0,0,0,362816,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004,0,0.132402167,867.5978333
1309,2024-06-25,25,06,2024,10000,2,1,2,24,0,0,0,0,0,0,6709,7895,8751,8925,9111,9360,1300,1146,320,330,400,1000,0,0.201925009,798.0749905
1310,2024-06-25,25,06,2024,110000,1,1,2,34,-1,-1,2,-1,-1,0,15908,18873,890,3420,4309,733,4013,2,3430,4319,2,1905,0,0.21422784,785.7721597
1311,2024-06-25,25,06,2024,180000,2,2,1,30,0,0,0,0,0,0,4747,4221,9065,5016,5931,6826,1200,5000,1000,1000,1000,2000,0,0.085000426,914.9995744
1312,2024-06-25,25,06,2024,340000,2,2,2,27,-1,-1,-1,-1,-1,-1,14745,9318,4794,7819,332,16516,9318,5343,7819,332,16516,5000,0,0.057037938,942.9620616
1313,2024-06-25,25,06,2024,150000,1,2,2,42,-2,-2,-2,-2,-2,-2,6407,-6,-3,-3,-3,1040,0,0,0,0,1043,0,0,0.204899952,795.1000482
1314,2024-06-26,26,06,2024,50000,1,2,2,22,0,0,0,0,0,0,22616,21415,20769,21339,19382,18577,1668,1283,853,1000,758,475,0,0.153760821,846.2391794
1315,2024-06-26,26,06,2024,60000,2,2,3,28,0,0,0,0,0,0,34580,15924,18124,28644,18656,15952,1300,2500,1000,1688,1000,1000,0,0.138526991,861.473009
1316,2024-06-26,26,06,2024,50000,1,2,1,38,0,0,0,0,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,0,0.190575406,809.424594
1317,2024-06-26,26,06,2024,60000,2,2,1,40,0,0,0,-1,-1,-1,25158,18473,7506,4790,6388,5816,5000,1508,4790,6388,6046,17806,0,0.108925179,891.0748214
1318,2024-06-26,26,06,2024,160000,2,2,2,30,-1,-1,-1,-1,-1,-1,584,4572,7379,669,21381,200,4572,7379,669,21581,0,1100,0,0.143848225,856.1517745
1319,2024-06-26,26,06,2024,150000,1,3,1,27,2,2,2,2,0,0,183405,188959,192342,189717,195670,198611,10000,8000,2000,9000,8000,110000,0,0.476509392,523.4906077
1320,2024-06-26,26,06,2024,320000,2,1,1,42,0,0,0,0,0,0,197352,201913,103278,62891,64948,66961,9000,6000,3000,3000,3000,3000,0,0.05922306,940.7769404
1321,2024-06-27,27,06,2024,50000,1,3,1,55,2,0,0,0,0,0,42166,43687,44121,43360,40555,31309,2200,1632,1113,1336,3142,2126,1,0.636960983,363.0390167
1322,2024-06-27,27,06,2024,180000,1,1,1,46,0,0,0,-2,-2,-2,142826,61650,0,0,0,0,3000,0,0,0,0,0,0,0.128049836,871.9501644
1323,2024-06-28,28,06,2024,160000,1,5,2,46,0,0,0,0,-2,-2,169746,159376,162998,0,0,0,4318,4000,0,0,0,73175,0,0.1337028,866.2972003
1324,2024-07-01,01,07,2024,230000,1,1,2,27,-1,-1,-1,-1,-1,-1,5652,7652,2062,2007,2104,394,7662,2066,2007,2108,394,3214,0,0.091193691,908.8063091
1325,2024-07-01,01,07,2024,330000,2,1,2,34,-1,0,-1,0,0,0,203,1558,39927,53430,44798,40341,1503,40003,15000,0,0,25017,0,0.108242206,891.7577937
1326,2024-07-01,01,07,2024,500000,2,1,1,38,1,-2,-1,-1,-2,-1,0,0,2331,0,0,2199,0,2331,0,0,2199,0,0,0.313941896,686.058104
1327,2024-07-02,02,07,2024,240000,2,1,2,30,-1,-1,0,0,0,-1,325,18428,32384,22749,7804,290,18428,15000,0,0,300,350,0,0.135359347,864.6406531
1328,2024-07-02,02,07,2024,30000,1,2,1,33,0,0,0,-2,-2,-2,34914,35000,0,0,0,0,1000,18000,0,0,0,0,0,0.142327636,857.6723635
1329,2024-07-02,02,07,2024,460000,1,1,1,44,-1,-1,-1,-1,-1,-1,15264,51372,103119,68541,28269,75942,51383,103142,68541,28269,76056,52143,0,0.031097312,968.9026885
1330,2024-07-02,02,07,2024,140000,1,1,2,35,0,0,0,0,0,0,10339,18276,25852,14390,13728,2905,10006,10048,5008,2018,2005,1005,0,0.051789954,948.2100457
1331,2024-07-03,03,07,2024,260000,2,1,2,27,-1,-1,-1,0,0,0,37003,1105,2490,17445,1795,278,1305,2690,15650,0,278,2500,0,0.074769065,925.2309352
1332,2024-07-03,03,07,2024,210000,2,2,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,1,0.749534667,250.4653335
1333,2024-07-03,03,07,2024,170000,2,1,2,30,0,0,0,0,0,0,49341,49227,51798,53332,56303,59198,4000,4000,3000,4000,4000,4000,0,0.040429801,959.5701993
1334,2024-07-04,04,07,2024,260000,2,1,2,32,-1,-1,-1,-1,-1,0,1694,5499,1384,2085,5351,3179,5525,1390,2095,5361,15,1894,0,0.107726179,892.2738209
1335,2024-07-04,04,07,2024,50000,1,2,2,32,0,0,0,0,0,0,48536,41045,41532,18646,19183,19214,3030,2124,646,828,1097,612,0,0.174862131,825.1378685
1336,2024-07-04,04,07,2024,500000,2,2,2,26,0,0,0,0,0,0,59039,58262,54586,29280,31284,29371,4028,2077,1001,3008,1305,1007,0,0.025430292,974.5697081
1337,2024-07-04,04,07,2024,150000,2,1,2,32,0,0,0,0,2,2,35601,36488,35729,38117,37259,33010,2003,2000,3419,13,2088,9,0,0.127685145,872.3148555
1338,2024-07-04,04,07,2024,410000,1,1,1,37,-1,-1,-1,-1,-1,-1,5770,2290,2756,3560,6661,3877,2290,2756,3560,6661,3877,1249,0,0.09555994,904.4400603
1339,2024-07-04,04,07,2024,210000,1,2,3,27,0,0,0,0,0,0,81387,82679,84014,84365,86517,87296,3883,4000,3008,3500,3139,3373,0,0.070146494,929.8535064
1340,2024-07-05,05,07,2024,230000,2,1,2,27,0,0,0,0,0,0,70327,66310,54176,42944,40391,35820,2963,1941,1534,1532,1565,1330,0,0.041315164,958.6848356
1341,2024-07-05,05,07,2024,30000,2,2,1,26,-2,-2,-2,-2,-2,-2,-32,5588,1200,2444,2309,0,11208,1211,2444,2615,0,0,0,0.100926228,899.0737721
1342,2024-07-05,05,07,2024,200000,1,2,1,40,0,0,-1,0,0,0,1296,2035,120921,126429,85500,81305,2564,124500,8000,3500,4000,3000,0,0.06557665,934.4233498
1343,2024-07-06,06,07,2024,50000,2,2,2,23,0,0,0,0,2,2,38333,40401,42897,44388,46528,44986,3000,3500,2500,3000,0,3500,0,0.228226468,771.773532
1344,2024-07-06,06,07,2024,50000,1,2,1,50,1,1,-2,-2,-2,-2,36750,0,0,0,0,0,5000,0,0,0,0,0,0,0.382795781,617.2042191
1345,2024-07-06,06,07,2024,360000,1,1,2,39,0,0,0,0,0,0,163150,150666,173353,156875,64965,36290,50122,50181,20609,30291,30121,30092,0,0.028701719,971.2982811
1346,2024-07-06,06,07,2024,150000,1,2,1,66,0,0,0,0,0,0,190790,167666,145132,148054,146358,145253,4942,4875,4085,4113,4074,4820,0,0.175397888,824.6021122
1347,2024-07-06,06,07,2024,290000,1,2,1,46,0,0,0,0,0,0,196566,168372,171699,133147,135147,127087,7800,7839,4706,5400,4604,4900,0,0.1010544,898.9455998
1348,2024-07-06,06,07,2024,290000,2,1,1,52,-1,-1,-1,0,0,-1,33765,2682,470,119955,119685,9780,2682,470,119685,0,9780,2412,0,0.112660818,887.3391822
1349,2024-07-06,06,07,2024,440000,1,1,1,62,0,0,0,-1,2,0,14721,5049,649,1108,150,1075,4909,499,959,0,925,1392,0,0.096115895,903.8841054
1350,2024-07-06,06,07,2024,90000,2,2,2,23,0,0,0,0,0,0,42105,43919,46812,44976,46406,47625,2500,3970,2500,2500,2500,1700,1,0.910035074,89.96492624
1351,2024-07-07,07,07,2024,30000,2,3,2,23,0,0,2,2,0,0,26280,28952,29482,28712,29311,30065,3420,1300,0,1210,1391,665,0,0.317057222,682.9427779
1352,2024-07-07,07,07,2024,170000,1,1,1,36,-1,-1,-1,-1,-1,-1,2015,2015,2015,2015,2015,1925,2015,2015,2015,2015,1925,2105,0,0.16637978,833.6202204
1353,2024-07-07,07,07,2024,260000,2,3,2,33,0,0,-2,-2,-2,-1,7571,3563,2786,-14,-14,12074,1000,2786,14,0,12088,2021,0,0.097268246,902.7317539
1354,2024-07-07,07,07,2024,140000,2,2,1,30,0,0,0,0,0,0,21593,17636,17800,14869,12895,12833,2000,2000,2000,1000,1000,600,0,0.081847891,918.1521088
1355,2024-07-07,07,07,2024,30000,2,2,2,22,0,0,0,0,0,0,30123,30299,27758,22720,19136,14452,1600,2000,2000,614,924,0,1,0.836031318,163.9686823
1356,2024-07-07,07,07,2024,140000,1,1,2,29,0,0,0,0,0,0,60764,62782,63636,65570,67354,69073,3000,2500,3000,3000,3000,3000,0,0.069485478,930.5145219
1357,2024-07-07,07,07,2024,20000,1,1,2,23,2,0,0,2,2,2,3206,4093,5514,5277,5791,5550,1100,1500,0,600,0,600,1,0.810755074,189.244926
1358,2024-07-07,07,07,2024,390000,2,1,1,40,1,-1,0,0,0,0,30245,227123,211996,210100,206462,203201,236533,38142,15152,38097,23080,15055,0,0.092986524,907.0134759
1359,2024-07-07,07,07,2024,280000,2,1,1,41,-2,-1,0,0,-2,-2,939,8188,36670,0,1455,3023,8188,30000,0,1455,3023,24668,0,0.095599391,904.4006094
1360,2024-07-08,08,07,2024,50000,1,1,2,37,2,0,0,0,0,2,11533,12951,22339,22669,24121,23540,1612,10000,1000,1820,0,696,0,0.341925234,658.0747664
1361,2024-07-08,08,07,2024,170000,1,5,1,35,0,0,0,0,0,0,91109,88263,89620,90797,47200,47707,6006,4400,3827,2200,2500,2331,0,0.064940833,935.0591674
1362,2024-07-08,08,07,2024,420000,2,2,1,50,0,0,0,0,0,0,405779,412684,411394,277995,249697,258353,16000,15000,182781,99000,13000,35000,0,0.168459848,831.5401524
1363,2024-07-09,09,07,2024,30000,2,3,2,50,-1,-1,2,-1,-1,-2,178,1860,940,1110,0,0,1860,0,1110,0,0,0,1,0.662586272,337.4137282
1364,2024-07-09,09,07,2024,290000,1,2,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470121056,529.8789442
1365,2024-07-10,10,07,2024,60000,1,2,2,25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,2017,5,1000,5000,1000,603,1,0.588337481,411.662519
1366,2024-07-10,10,07,2024,500000,2,1,1,37,-1,-1,-1,-1,0,0,993,1413,14123,159738,158400,160588,1413,14123,159738,4285,5001,4294,0,0.078615695,921.3843048
1367,2024-07-10,10,07,2024,230000,1,1,1,37,-1,-1,-1,-1,-1,-1,3102,30428,5711,5770,7652,17825,30580,5739,5799,7690,17914,360,0,0.067988299,932.0117012
1368,2024-07-10,10,07,2024,120000,2,2,1,37,-1,-1,-1,-1,-1,-1,396,396,396,2707,3247,396,396,396,2707,3247,396,595,0,0.176447481,823.5525191
1369,2024-07-10,10,07,2024,500000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.610293925,389.7060752
1370,2024-07-10,10,07,2024,260000,2,4,2,33,0,0,0,0,0,0,18457,22815,27086,27821,30767,29890,5000,5000,1137,5000,1085,5000,0,0.030911822,969.0881781
1371,2024-07-11,11,07,2024,320000,1,1,2,34,-1,-1,-1,-1,-1,-1,744,2291,2197,3934,5541,3141,2297,2203,3957,5557,3150,3056,0,0.113242157,886.7578432
1372,2024-07-11,11,07,2024,90000,2,3,1,33,0,0,0,0,0,0,86960,85585,87235,84511,84488,86184,3200,3114,3000,3100,3100,3500,1,0.879062116,120.9378839
1373,2024-07-11,11,07,2024,400000,2,2,1,46,-1,-1,-1,-1,-1,-1,30018,19735,26181,134967,52991,163837,19753,26245,135000,53000,163837,37345,0,0.050394196,949.6058039
1374,2024-07-11,11,07,2024,100000,2,1,2,26,0,0,0,-1,-1,2,24459,26726,25669,881,57540,55038,3000,1016,2007,57500,2000,0,0,0.129658759,870.3412414
1375,2024-07-11,11,07,2024,200000,2,1,2,39,-1,-1,-1,-1,-1,-1,7475,15540,3889,10496,31948,33016,15617,3927,10549,32108,33181,8910,0,0.058433782,941.5662177
1376,2024-07-11,11,07,2024,360000,1,1,1,36,0,0,0,0,0,0,28291,31055,33788,36491,41179,45823,3000,3000,3000,5000,5000,5000,0,0.033138834,966.8611661
1377,2024-07-11,11,07,2024,260000,1,1,2,29,2,2,2,2,2,2,2497,2497,2497,2497,2497,2497,0,0,0,0,0,0,1,0.752962947,247.0370531
1378,2024-07-11,11,07,2024,200000,2,2,1,69,0,0,0,0,0,0,106878,100879,102998,105090,107718,88964,4000,3800,3802,4363,3500,3303,0,0.088295333,911.7046669
1379,2024-07-12,12,07,2024,50000,1,1,2,28,0,0,0,-1,-1,-1,44476,45984,20972,16359,1340,0,2869,1527,16408,1444,0,0,0,0.126104966,873.8950342
1380,2024-07-12,12,07,2024,20000,1,3,1,36,8,7,6,5,4,3,24166,23845,23214,22583,21662,21031,0,0,0,0,0,0,1,0.67664212,323.3578801
1381,2024-07-12,12,07,2024,210000,1,1,1,52,0,0,0,-1,-1,-1,44933,38542,39332,11140,8463,10406,1793,8242,12000,8534,11000,7500,0,0.067172065,932.8279346
1382,2024-07-12,12,07,2024,70000,2,2,1,38,0,0,0,0,0,0,40271,41126,21125,6197,4560,0,3000,7000,1100,1000,0,0,0,0.098734997,901.2650028
1383,2024-07-13,13,07,2024,340000,2,3,1,36,-1,2,2,-1,-1,2,2566,1689,-11,35947,83360,82516,8,0,35958,50000,0,10000,0,0.276088536,723.9114642
1384,2024-07-13,13,07,2024,20000,2,3,3,43,1,2,-1,0,-1,-1,4094,1683,2924,1462,1462,6105,0,2924,0,1462,6105,0,0,0.438612878,561.3871217
1385,2024-07-13,13,07,2024,450000,1,1,1,43,2,2,-2,-2,-2,-2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.32042861,679.5713902
1386,2024-07-13,13,07,2024,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,17760,17327,2000,1000,1000,1000,0,1000,1,0.753576875,246.4231253
1387,2024-07-13,13,07,2024,240000,2,1,2,29,0,0,0,0,0,0,191059,197548,203823,216971,223048,228755,10000,10000,17000,10000,10000,8000,0,0.081167594,918.8324064
